,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
2597,0.4404,Tue Feb 02 22:51:22 +0000 2016,0.0,0.776,0.224,"@ThePilatesPod If you would like to DM us a contact number, we can have a supervisor reach out to discuss your concerns.",2598
2598,0.0,Tue Feb 02 02:46:07 +0000 2016,0.0,1.0,0.0,RT @dougbarden: Just signed up... Even a little taste of home using the @mindbodyonline app. Taste of the #slolife with #cajuncharm https:/…,2599
2599,0.0,Mon Feb 01 22:28:32 +0000 2016,0.0,1.0,0.0,@benelife_spa We noticed you also DMed us in regards to this. We'll follow up with you there since we'll have more characters to do so.,2600
2600,0.8398,Mon Feb 01 21:43:00 +0000 2016,0.0,0.25,0.75,"@hill_mas You're welcome, glad to help!",2601
2601,0.0,Mon Feb 01 21:28:56 +0000 2016,0.0,1.0,0.0,"@hill_mas The MINDBODY Connect® app was recently re-branded as The MINDBODY® app, search for ""MINDBODY app"" on the app store.",2602
2602,0.0,Mon Feb 01 13:10:47 +0000 2016,0.0,1.0,0.0,"@EmpowerFitness You can reduce scheduling increments to a minimum of every 5 minutes for client bookings, shown here https://t.co/5kipd91w4B",2603
2603,0.0,Sun Jan 31 21:05:39 +0000 2016,0.0,1.0,0.0,ISSE is getting lloudoud this afternoon! https://t.co/1V9KZ4lpCA,2604
2604,0.2565,Sat Jan 30 21:33:50 +0000 2016,0.0,0.816,0.184,Don't miss us this weekend at #ISSE! Raffles and giveaways!,2605
2605,0.4215,Sat Jan 30 18:52:32 +0000 2016,0.049,0.758,0.193,"@111Pilates Sorry to hear that, we're here to help.  Can you DM the number you left for a callback and we'll have someone reach out?",2606
2606,-0.3612,Sat Jan 30 18:23:49 +0000 2016,0.137,0.863,0.0,@Y7Studio We're sorry for any confusion. We've sent this to our Dev team for further investigation &amp; will continue to update you via email,2607
2607,-0.481,Sat Jan 30 02:04:09 +0000 2016,0.201,0.724,0.075,@Y7Studio We're sorry to hear that you've had a negative experience getting this resolved. We will provide an update shortly via email.,2608
2608,0.8176,Thu Jan 28 15:06:55 +0000 2016,0.0,0.702,0.298,@Bryony_F Thank you for contacting us. I've have let our Client Care team know and they will contact you at their earliest opportunity.,2609
2609,-0.4588,Wed Jan 27 21:30:25 +0000 2016,0.175,0.772,0.053,@111Pilates We're sorry to hear you've had troubles connecting. Our phone queues are currently open. Could we verify the number you called?,2610
2610,0.0,Wed Jan 27 18:27:26 +0000 2016,0.0,1.0,0.0,MINDBODY was named as one of the first ever #Rodale100. Learn more at https://t.co/EEbKz6Rd5b https://t.co/MyOWt9475l,2611
2611,0.4939,Wed Jan 27 18:15:49 +0000 2016,0.0,0.758,0.242,RT @DannahSanc: The new @mindbodyonline app is sooooo pretty ☺️☺️☺️ #ohm,2612
2612,0.3612,Wed Jan 27 16:18:55 +0000 2016,0.0,0.872,0.128,@galtenberg Thank you for the feedback. We have forwarded this along to our development teams for their consideration.,2613
2613,0.0,Wed Jan 27 01:30:10 +0000 2016,0.0,1.0,0.0,Looking for a way to add more superfoods into your diet? Here are five options: https://t.co/OkFbXVgsT6 https://t.co/GW76MqGSx3,2614
2614,0.5267,Wed Jan 27 00:26:09 +0000 2016,0.0,0.833,0.167,"@mokshayogawnpg Be sure to place it on our Community Forum as well; it's accessible through the ""Help"" section in the top-right of your site",2615
2615,0.5719,Tue Jan 26 18:20:20 +0000 2016,0.0,0.879,0.121,@owlpants We'd be happy to take a look at this; could you DM us the email address you used to sign up for the app and what you're seeing?,2616
2616,0.0,Tue Jan 26 17:38:07 +0000 2016,0.0,1.0,0.0,@jeromeusa This is something we are still looking into. All owners will be notified when we have available hardware. https://t.co/Ydz9R5vmaU,2617
2617,-0.296,Mon Jan 25 16:20:43 +0000 2016,0.136,0.814,0.05,@iamd_k_g We're sorry to hear you're having difficulties with the app. Can you DM us the version number of the iOS on your phone?,2618
2618,0.3182,Mon Jan 25 12:07:50 +0000 2016,0.0,0.897,0.103,"@LorenzoEden Please try uninstalling and reinstalling the App, and also that location services is switched to 'on', under Settings &gt; Privacy",2619
2619,0.6369,Mon Jan 25 05:55:21 +0000 2016,0.117,0.601,0.282,@HannahFiaz We're sorry to hear you're having difficulty reaching us. Please DM us your contact info and we'll be happy to reach out to you.,2620
2620,0.3182,Mon Jan 25 02:20:59 +0000 2016,0.0,0.874,0.126,@CrossFitFunky We're not experiencing any issues. Please visit https://t.co/egDNZId1Ud to check for reported issues and status updates.,2621
2621,0.0,Sat Jan 23 21:11:49 +0000 2016,0.0,1.0,0.0,@KateEM29 Hi Kate! This article will show you how to sync your accounts so that you have access to your passes: https://t.co/oUZgqILsBT,2622
2622,0.6114,Fri Jan 22 16:03:49 +0000 2016,0.0,0.75,0.25,"Happy Friday! Where are you working out this weekend?

Photo from @SoulStudioCA https://t.co/5V0A78UWPg",2623
2623,0.0,Fri Jan 22 04:35:35 +0000 2016,0.0,1.0,0.0,"@alexroseinnes The app is available for both Android and iPhone, and can be downloaded here: https://t.co/Av8SNRQtYR",2624
2624,-0.4588,Fri Jan 22 04:34:09 +0000 2016,0.16,0.84,0.0,@alexroseinnes Sorry to hear you're having trouble. Did you know you can use the MINDBODY® App to access multiple sites with a single login?,2625
2625,0.8225,Fri Jan 22 00:11:02 +0000 2016,0.0,0.686,0.314,"@EziCloudConnect Thank you for contacting us. Please DM us your client's contact info, and we will be happy to reach out to them to assist.",2626
2626,0.1531,Thu Jan 21 16:03:27 +0000 2016,0.0,0.833,0.167,Think you know @ufc fighter @twooodley? Think again. https://t.co/A3tozyrcRX,2627
2627,0.8803,Thu Jan 21 00:04:02 +0000 2016,0.0,0.579,0.421,@Deniz_Moves That's great to hear! We're always working to improve the app and your feedback really helps.,2628
2628,0.6696,Wed Jan 20 23:59:29 +0000 2016,0.0,0.732,0.268,@Deniz_Moves Thanks for the feedback! We'll be sure to pass this along for consideration in future updates.,2629
2629,-0.0772,Wed Jan 20 19:29:55 +0000 2016,0.051,0.949,0.0,"@elisasnd We're sorry to hear you've been having an issue with the app. If you can DM us more, we can have an agent investigate.",2630
2630,0.3612,Wed Jan 20 13:02:57 +0000 2016,0.0,0.8,0.2,"What's in your gym bag?

Photo courtesy of #MINDBODYBrandAmbassador Becca https://t.co/edGs6jO5cL",2631
2631,0.0,Tue Jan 19 16:03:21 +0000 2016,0.0,1.0,0.0,Looking for ways to live healthier in 2016? Here are seven options: https://t.co/W0SmQ6edlp,2632
2632,0.8707,Mon Jan 18 18:19:07 +0000 2016,0.0,0.549,0.451,@JessClay1983 You're quite welcome. We're glad to hear things are looking hopeful for you now.,2633
2633,0.8497,Mon Jan 18 13:39:28 +0000 2016,0.0,0.421,0.579,@SheRocksFitness  You are very welcome! Have a great day!,2634
2634,0.5859,Mon Jan 18 13:35:17 +0000 2016,0.0,0.798,0.202,"@SheRocksFitness Thank you for your message. Can you please DM your contact details,  and our Marketing team will contact you soon.",2635
2635,0.658,Sun Jan 17 18:39:01 +0000 2016,0.203,0.413,0.384,"@jarlogan No problem! If anything comes up, please let us know. We're happy to help!",2636
2636,0.3595,Sun Jan 17 17:40:26 +0000 2016,0.113,0.717,0.17,@jarlogan Our apologies for your frustrations. We would love for you to DM us with any additional feedback you may have!,2637
2637,0.5562,Sat Jan 16 18:35:31 +0000 2016,0.0,0.69,0.31,Having fun at Yoga Journal San Francisco! #yjsf https://t.co/dmSX86viCX,2638
2638,0.6696,Sat Jan 16 17:14:00 +0000 2016,0.0,0.718,0.282,@roschwartz Thanks for the feedback! I'll be sure to pass this along to our development team.,2639
2639,-0.25,Sat Jan 16 04:59:01 +0000 2016,0.171,0.698,0.132,"@JessClay1983 We're sorry to hear your frustration. Please send us a DM with your contact information, and a manager will reach out to you.",2640
2640,0.5255,Fri Jan 15 22:26:40 +0000 2016,0.0,0.764,0.236,Visiting with our Yoga Journal friends here at San Francisco! #yjsf #teekigram,2641
2641,0.0772,Fri Jan 15 19:30:16 +0000 2016,0.0,0.929,0.071,"@DCGuitarLessons If you could DM us a contact number and your business name, we can have a manager contact you.",2642
2642,0.3869,Wed Jan 13 22:28:27 +0000 2016,0.0,0.842,0.158,@lindnerfish We're currently investigating this. Please visit our status page for the latest information https://t.co/egDNZId1Ud,2643
2643,0.3869,Wed Jan 13 22:27:49 +0000 2016,0.0,0.851,0.149,"@LiquidAmberVan We are currently investigating into this, please visit our status page for updated information https://t.co/egDNZId1Ud",2644
2644,0.3869,Wed Jan 13 22:23:06 +0000 2016,0.0,0.851,0.149,"@HarmonyDaySpa We are currently investigating into this, please visit our status page for up-to-date information https://t.co/egDNZId1Ud",2645
2645,0.3869,Wed Jan 13 22:22:35 +0000 2016,0.0,0.842,0.158,@alidavocalstdio We're currently investigating this. Please visit our status page for the latest information https://t.co/egDNZId1Ud,2646
2646,0.3869,Wed Jan 13 22:22:34 +0000 2016,0.0,0.851,0.149,"@kayaaerialyoga We are currently investigating into this, please visit our status page for updated information https://t.co/egDNZId1Ud",2647
2647,0.3869,Wed Jan 13 22:22:10 +0000 2016,0.0,0.851,0.149,"@jeromeusa We are currently investigating into this, please visit our status page for up-to-date information https://t.co/egDNZId1Ud",2648
2648,0.3869,Wed Jan 13 22:21:46 +0000 2016,0.0,0.851,0.149,"@MassageBrooklyn We are currently investigating into this, please visit our status page for updated information https://t.co/egDNZId1Ud",2649
2649,0.3869,Wed Jan 13 22:21:31 +0000 2016,0.0,0.851,0.149,"@MSPFitness We are currently investigating into this, please visit our status page for up-to-date information https://t.co/egDNZId1Ud",2650
2650,0.3869,Wed Jan 13 22:20:46 +0000 2016,0.0,0.851,0.149,"@neilmcnerney We are currently investigating into this, please visit our status page for updated information https://t.co/egDNZId1Ud",2651
2651,0.3869,Wed Jan 13 22:20:16 +0000 2016,0.0,0.851,0.149,"@ThrowbackFit We are currently investigating into this, please visit our status page for updated information https://t.co/egDNZId1Ud",2652
2652,0.3869,Wed Jan 13 22:19:32 +0000 2016,0.0,0.851,0.149,"@happygirl2525 We are currently investigating this, please visit our status page for the latest information https://t.co/XLEO95kr0s",2653
2653,0.3869,Wed Jan 13 22:18:50 +0000 2016,0.0,0.859,0.141,"@ContemptoCasual We are currently investigating this, please visit our status page for up to date information https://t.co/egDNZId1Ud",2654
2654,0.8122,Tue Jan 12 23:18:35 +0000 2016,0.0,0.351,0.649,"Thanks for the love, @katebruce! https://t.co/jHrhjg4G9A",2655
2655,0.5719,Mon Jan 11 21:45:50 +0000 2016,0.0,0.861,0.139,"@trib If you could DM us the email address you used to submit the ticket, we would be happy to take a look at it.",2656
2656,0.7269,Mon Jan 11 21:23:29 +0000 2016,0.0,0.628,0.372,"@trib Since encountering this issue regularly, have you contacted our support staff for help troubleshooting?",2657
2657,0.52,Mon Jan 11 21:23:01 +0000 2016,0.0,0.846,0.154,"@trib We had an agent test it, and the site opened without error. If the server were restarting, we'd be unable to open it as well.",2658
2658,0.0,Mon Jan 11 21:04:16 +0000 2016,0.0,1.0,0.0,@trib We haven't experienced any outages recently. Did this occur when you first opened the page or after you logged in?,2659
2659,0.8402,Mon Jan 11 18:44:06 +0000 2016,0.0,0.69,0.31,.@redbookmag listed the MINDBODY app as one of the 25 Best Fitness Apps to Help Get Your Butt in Gear. Read more: https://t.co/DDFWN1YH4C,2660
2660,0.5859,Mon Jan 11 18:08:58 +0000 2016,0.0,0.833,0.167,@michael_bach We'd like to take a look in to these tickets; could you please DM us the email address you used to send them to our team?,2661
2661,0.1901,Mon Jan 11 18:03:52 +0000 2016,0.063,0.806,0.131,"@michael_bach Our support team do have a delay in answering emails due to increased volume, but only a few days. Can you DM us your info?",2662
2662,0.9059,Sun Jan 10 21:25:46 +0000 2016,0.0,0.62,0.38,@AlexElkaliouby Glad to hear that it's working for you now! Please let us know if you have any other questions. We're happy to help!,2663
2663,-0.0772,Sun Jan 10 21:17:12 +0000 2016,0.056,0.944,0.0,@AlexElkaliouby We're sorry to hear you're having issues. What type of device are you using? You can also try force closing and reopening.,2664
2664,0.0,Sun Jan 10 18:17:30 +0000 2016,0.0,1.0,0.0,RT @lbpmiami: Sunrise Yoga this AM at #LBPFrontRow c/o @mindbodyonline @sagamorehotel https://t.co/EVNUygksDR,2665
2665,0.0,Sun Jan 10 18:17:23 +0000 2016,0.0,1.0,0.0,RT @awestpatterson: The @mindbodyonline crew at #LBPFrontRow! https://t.co/bVHutydpue,2666
2666,0.0,Sun Jan 10 18:17:20 +0000 2016,0.0,1.0,0.0,RT @awestpatterson: The @mindbodyonline lounge at #lbpfrontrow https://t.co/GJCoj2JBWI,2667
2667,0.3612,Fri Jan 08 04:35:28 +0000 2016,0.0,0.884,0.116,@fambai Thank you for your feedback. This is something that our marketing team has reviewed and will be changing soon.,2668
2668,0.9282,Thu Jan 07 17:59:15 +0000 2016,0.0,0.554,0.446,RT @cyu888: Love that @mindbodyonline promotes all aspects of wellness. Did you know you can book beauty + acupuncture appts too?? #mindbod…,2669
2669,0.0,Thu Jan 07 14:31:30 +0000 2016,0.0,1.0,0.0,RT @NASDAQ: .@mindbodyonline rings the @Nasdaq Opening Bell in celebration of #FitWeek! $MB 👏🔔🎉 https://t.co/BZEhHsaQxZ,2670
2670,0.5859,Thu Jan 07 14:31:25 +0000 2016,0.0,0.758,0.242,RT @NASDAQ: Let the @mindbodyonline app help you achieve your fitness goals with these #FitTips https://t.co/judbxdgFak https://t.co/fLNJDT…,2671
2671,0.7564,Wed Jan 06 20:30:37 +0000 2016,0.0,0.694,0.306,First impressions can only take you so far. Join us for retention strategies to turn newcomers into loyal customers: https://t.co/1SAYKwnTvE,2672
2672,0.7959,Wed Jan 06 17:26:58 +0000 2016,0.0,0.65,0.35,@KierraLanice Thank you for sharing your feedback! We'd also recommend voting on the forum Idea about this: https://t.co/JZaJGepc8C,2673
2673,0.6369,Wed Jan 06 03:01:07 +0000 2016,0.0,0.846,0.154,@HollyAnnLabus The MINDBODY app provides the best mobile experience. Can you DM us the business name so we can look into the sign-up issue?,2674
2674,0.8625,Tue Jan 05 23:00:16 +0000 2016,0.0,0.664,0.336,"RT @BlueSparrowSF: We're loving the new @mindbodyonline app...helps us serve you even better.  Book faster, book easier, book on the go. #l…",2675
2675,0.2023,Tue Jan 05 19:04:46 +0000 2016,0.0,0.886,0.114,RT @kdolsen: Top 5 Apps for a New Year https://t.co/QasMOWxVFM @StridesApp @YouVersion @mindbodyonline @Pinterest @mint #NewYear https://t.…,2676
2676,0.7213,Tue Jan 05 18:16:00 +0000 2016,0.0,0.799,0.201,RT @MINDBODY_Jobs: We are so happy to be recognized by the @American_Heart for the 3rd year in a row! #lifeatmindbody #tuesdayshares https:…,2677
2677,0.6369,Tue Jan 05 01:44:46 +0000 2016,0.0,0.792,0.208,"@GregMorrison448 We would love to hear more from you, would you mind DMing us with more information?",2678
2678,0.4199,Tue Jan 05 01:07:18 +0000 2016,0.0,0.834,0.166,@DeborahIvanoff Thank you for the shout out! We will pass this along to their supervisors.,2679
2679,0.5859,Tue Jan 05 00:35:22 +0000 2016,0.0,0.821,0.179,@Yogadocnc Our apologies for the increased wait time. Have you checked our support center to see if it has the answers to your question(s)?,2680
2680,0.0,Mon Jan 04 23:30:09 +0000 2016,0.0,1.0,0.0,@GregMorrison448 There are a few options in your site for customizing statements and invoices. Have you discussed them with our team?,2681
2681,0.7061,Mon Jan 04 20:17:40 +0000 2016,0.0,0.719,0.281,@Sairah Absolutely! We appreciate the feedback and will be sure to pass this on to our team!,2682
2682,0.0,Mon Jan 04 17:43:45 +0000 2016,0.0,1.0,0.0,"@Sairah The app is only available on a mobile device. You should be able to bring up the business' site to view their classes, though.",2683
2683,0.0,Sun Jan 03 21:33:47 +0000 2016,0.0,1.0,0.0,"@rorystirling In addition, have you noticed a speed difference when using a completely different wifi connection entirely? (2/2)",2684
2684,0.0,Sun Jan 03 21:33:25 +0000 2016,0.0,1.0,0.0,@rorystirling The physical location can also be a factor. Have you noticed a speed difference when being closer to the wireless router?(1/2),2685
2685,0.5093,Sun Jan 03 20:44:53 +0000 2016,0.0,0.859,0.141,@razishaban Glad to hear it's verified! It will look for any businesses who use MINDBODY that you have a matching profile with.,2686
2686,0.2732,Sun Jan 03 20:43:41 +0000 2016,0.0,0.9,0.1,@razishaban Create the account using the same name/email and it should auto sync. U can learn more about this here: https://t.co/cMa0pqTtEn,2687
2687,0.658,Sun Jan 03 20:34:58 +0000 2016,0.0,0.77,0.23,@razishaban Thanks for the feedback! The MINDBODY® app will allow you to sync and manage all of your accounts! https://t.co/m19FQSjG4w,2688
2688,0.6249,Sat Jan 02 23:14:17 +0000 2016,0.0,0.783,0.217,@KTilsley It appears that you may have been trying to reach @mindbodygreen. Please visit their profile and let us know if you need any help.,2689
2689,0.0,Fri Jan 01 21:44:44 +0000 2016,0.0,1.0,0.0,"@rorystirling Typically, speed issues are related to the network. Are you using the app on a mobile network or over WiFi?",2690
2690,0.2732,Fri Jan 01 19:38:14 +0000 2016,0.0,0.837,0.163,"@chocolate_guru If you could DM us your business name and a contact phone number, we can have an agent reach out to do some troubleshooting.",2691
2691,0.0,Fri Jan 01 18:31:26 +0000 2016,0.0,1.0,0.0,@chocolate_guru Are other websites loading quickly? There may be a service connection issue in your area causing the slowness.,2692
2692,0.3612,Fri Jan 01 18:30:19 +0000 2016,0.0,0.889,0.111,@tieltamer Thank you for your feedback. This is already something our marketing team have reviewed and are going to change soon.,2693
2693,0.0,Fri Jan 01 18:21:28 +0000 2016,0.0,1.0,0.0,@chocolate_guru We're not presently having any connectivity issues. Have you tried clearing the browser's history &amp; cache?,2694
2694,0.636,Fri Jan 01 06:34:04 +0000 2016,0.0,0.785,0.215,RT @KimberlyJew: Finished my #NYE evening #yoga class before the countdown. Excited to stay fit in 2016 with @mindbodyonline app! #Mindbody…,2695
2695,0.0,Fri Jan 01 00:30:12 +0000 2016,0.0,1.0,0.0,What are your goals for 2016?,2696
2696,0.6249,Fri Jan 01 00:00:17 +0000 2016,0.0,0.823,0.177,It was another great year for MINDBODY University. Read more about where we went in our latest blog post: https://t.co/KWn2Q1ej2A,2697
2697,0.5574,Thu Dec 31 23:21:59 +0000 2015,0.0,0.787,0.213,RT @sanfranmag: SPONSORED: Want to work out for free nearly every day in January? @mindbodyonline makes it happen. https://t.co/qFPggxSUvB,2698
2698,0.8309,Thu Dec 31 23:21:22 +0000 2015,0.0,0.278,0.722,@ajklopp @hothouseyogaIC Congrats! That's amazing!,2699
2699,0.0,Thu Dec 31 23:21:12 +0000 2015,0.0,1.0,0.0,"RT @ajklopp: @hothouseyogaIC In 2015 I logged 220 visits (thank you, @mindbodyonline).  Here's to that, and to more in 2016!!  (Raise glass…",2700
2700,0.4199,Thu Dec 31 08:55:56 +0000 2015,0.0,0.872,0.128,@royprint Thank you for your Feedback! This is already something our marketing team have reviewed and are going to change.,2701
2701,0.8689,Thu Dec 31 00:40:49 +0000 2015,0.0,0.526,0.474,RT @7x7: Free fitness and wellness events courtesy of @mindbodyonline? Count us in [Dedicated]  https://t.co/NPvMxctB2d https://t.co/XDq8jS…,2702
2702,-0.1531,Wed Dec 30 00:00:18 +0000 2015,0.22,0.6,0.18,Having a stressful holiday season? Take the time to slow down: https://t.co/fDucBnkJ60,2703
2703,0.6696,Mon Dec 28 12:51:48 +0000 2015,0.0,0.814,0.186,"@fern_ross Thank you for your reply! We will notify the studio about this. 
Let us know if there is anything else we can help you with.",2704
2704,0.7269,Mon Dec 28 12:18:22 +0000 2015,0.0,0.738,0.262,@fern_ross Can you please provide the studio's name you try to book classes ? Thank you for your patience while we work towards a solution.,2705
2705,-0.1511,Mon Dec 28 12:16:32 +0000 2015,0.09,0.91,0.0,@fern_ross We're sorry to hear you're experiencing this! Our team is aware and is investigating this issue.,2706
2706,0.3182,Mon Dec 28 11:03:31 +0000 2015,0.0,0.909,0.091,"@fern_ross Can you please tell us what mobile device you are using, the Android/iOS version. Also can you specify the steps you are doing?",2707
2707,-0.1511,Sun Dec 27 20:50:59 +0000 2015,0.09,0.91,0.0,@redmedicine We're sorry to hear you're experiencing this! Our team is aware and is investigating this issue.,2708
2708,0.2003,Sun Dec 27 18:51:01 +0000 2015,0.092,0.754,0.154,"@Jaimesssss Thanks for the info! So that we can test this further, can you pls DM us with the businesses that you're having trouble viewing?",2709
2709,-0.1511,Sun Dec 27 18:41:09 +0000 2015,0.065,0.935,0.0,@Jaimesssss We're sorry to hear you're having issues! What type of device are you using and what version of the app are you running?,2710
2710,0.0258,Sun Dec 27 08:07:23 +0000 2015,0.053,0.85,0.097,@Judeisherwood  We're sorry to hear this. We can reach out to you if you could DM us a contact number and some times to call,2711
2711,0.8622,Fri Dec 25 22:39:27 +0000 2015,0.0,0.676,0.324,@noniekimp Thank you Nonie! That's great feedback. We'll let Development know right away. We appreciate you taking the time to get in touch.,2712
2712,0.7574,Fri Dec 25 21:32:53 +0000 2015,0.0,0.764,0.236,@noniekimp We're happy to let our Development Team know that's something you'd like! Are you referring to the MINDBODY® App or the computer?,2713
2713,0.7644,Thu Dec 24 01:00:22 +0000 2015,0.0,0.476,0.524,"From our family to yours, Happy Holidays! https://t.co/inEwNwfXYi",2714
2714,0.872,Wed Dec 23 21:14:19 +0000 2015,0.0,0.635,0.365,@vivekgirotra Thank you for sharing your feedback with us. Have you saved the businesses you visit as favorites? It should only take 2 taps,2715
2715,0.2732,Wed Dec 23 04:23:20 +0000 2015,0.047,0.83,0.123,"@JohnZimmerman We're sorry to hear you are having this issue. Please DM us your email address, and an agent will reach out to you to assist.",2716
2716,0.4939,Wed Dec 23 01:00:19 +0000 2015,0.0,0.756,0.244,Want a better way to track your marketing? Meet the new Client Acquisition dashboard. https://t.co/6bTGdUbWhn https://t.co/juoxWTcu2z,2717
2717,0.7003,Mon Dec 21 22:00:24 +0000 2015,0.0,0.746,0.254,Are you interested in building a yoga practice? Here are ten yoga etiquette tips from our friends at Gaiam​: https://t.co/g43TstdKZU,2718
2718,-0.0772,Mon Dec 21 16:10:13 +0000 2015,0.075,0.925,0.0,"@thebodyodyssey We're sorry that you're having issues logging into a site, could you DM us some more information?",2719
2719,0.0258,Mon Dec 21 16:07:12 +0000 2015,0.049,0.861,0.09,@coachBoris We're sorry to hear this. We can have a manager reach out to you if you could DM us a contact number and some times to call,2720
2720,-0.0772,Mon Dec 21 00:03:45 +0000 2015,0.163,0.73,0.107,@Pete_Spence Thank you for the information. We're sorry for any inconvenience. We've reported this to our Development team to review.,2721
2721,-0.0772,Sun Dec 20 23:48:04 +0000 2015,0.067,0.933,0.0,@Pete_Spence We're sorry to hear you're having issues. What type of device are you using with the MINDBODY app?,2722
2722,0.5411,Sun Dec 20 20:49:45 +0000 2015,0.0,0.837,0.163,@kath_lewis Thanks for letting us know! Pls DM us the device you're using and the biz you're searching for and we'll look into this further.,2723
2723,0.0,Sun Dec 20 20:35:07 +0000 2015,0.0,1.0,0.0,"@kath_lewis Our apologies! We are aware and have reported this to our team. For now, searching for the biz instead of using your faves works",2724
2724,0.4926,Sun Dec 20 19:19:11 +0000 2015,0.0,0.878,0.122,"@beachpeachpear Thanks for the info! We have reported this to our team. For now, try searching for the business instead of using your faves.",2725
2725,0.4199,Sun Dec 20 18:34:13 +0000 2015,0.058,0.804,0.138,@beachpeachpear We’re sorry to hear you’re having issues! Are you going through  the Favorites section or just searching the business?,2726
2726,0.4199,Sun Dec 20 09:20:40 +0000 2015,0.0,0.834,0.166,"@Latifasalman We have received your email. We are looking into this for you. 
Thank you!",2727
2727,0.0,Sun Dec 20 09:03:35 +0000 2015,0.0,1.0,0.0,"@Latifasalman After you have updated the MINDBODY App, have you logged out, close all tabs, tuned OFF the phone and then re-open it?",2728
2728,0.3182,Sun Dec 20 08:57:14 +0000 2015,0.0,0.892,0.108,@Latifasalman Can you please send us an email at socialsupport@mindbodyonline.com and provide the name of studio you are registered with?,2729
2729,-0.4696,Sun Dec 20 08:45:13 +0000 2015,0.117,0.883,0.0,"@Latifasalman Can you delete it completely and re-install it? Also, do you get any error messages? I Let us know if you still have issues.",2730
2730,0.0,Sun Dec 20 08:38:29 +0000 2015,0.0,1.0,0.0,@Latifasalman Your refer to MINDBODY App or MINDBODY Express?What mobile device you are using (the model and the iOS/Android version)?,2731
2731,0.807,Sat Dec 19 18:11:16 +0000 2015,0.0,0.735,0.265,@esgulotta Thank you for reaching out to us! Would you be able to DM us your email address? We would be happy to review your account.,2732
2732,0.0,Sat Dec 19 17:54:44 +0000 2015,0.0,1.0,0.0,Have you ever tried #snowga? https://t.co/E1yZLEO8es,2733
2733,0.8408,Sat Dec 19 08:36:30 +0000 2015,0.0,0.571,0.429,"@kat_drex We will continue to improve it, so don't miss our posts. Have a great day!",2734
2734,0.6901,Sat Dec 19 08:36:11 +0000 2015,0.0,0.787,0.213,@kat_drex Thank you for your feedback.The application was updated in order to make it much more easy to be used by our clients.,2735
2735,-0.1779,Fri Dec 18 03:04:26 +0000 2015,0.141,0.777,0.081,@eeeedub We're sorry to hear that you are unsatisfied with the new color changes. We'll make sure to pass your feedback along to our team.,2736
2736,0.0,Fri Dec 18 00:30:12 +0000 2015,0.0,1.0,0.0,Connect the MINDBODY app with your Fitbit and track the calories burned in the classes you take. Read more: https://t.co/EAXlOrJJnc,2737
2737,0.8255,Thu Dec 17 23:11:59 +0000 2015,0.043,0.661,0.296,"@shollister We're sorry to hear you're having issues with the MINDBODY app.  We'd love to help, can you DM us so we can troubleshoot?",2738
2738,0.8497,Thu Dec 17 20:52:00 +0000 2015,0.0,0.493,0.507,@KimPro6 You're very welcome! Have a great rest of your day!,2739
2739,0.5859,Thu Dec 17 18:53:48 +0000 2015,0.0,0.78,0.22,"@NatashaMurashev Thank you for this clarification, we've passed this along for consideration in new improvements to the MINDBODY App.",2740
2740,0.4404,Thu Dec 17 18:40:39 +0000 2015,0.0,0.873,0.127,"@NatashaMurashev Thanks for the feedback. By default, the app's Explore feature will search using your location if location services are on",2741
2741,0.7088,Thu Dec 17 18:16:05 +0000 2015,0.078,0.619,0.303,"@itskdotcdot We're glad to hear that you like the newest additions to our app. If you ever want to share feedback, shoot us a DM!",2742
2742,0.555,Thu Dec 17 16:58:54 +0000 2015,0.0,0.817,0.183,@aligndfinerfine Welcome to the MINDBODY family! Let us know if you need anything as you get started!,2743
2743,0.8122,Thu Dec 17 16:58:21 +0000 2015,0.0,0.351,0.649,Thanks for the love! #loveeveryday https://t.co/1uNRMacxK0,2744
2744,0.636,Thu Dec 17 16:57:54 +0000 2015,0.0,0.724,0.276,RT @alwaysemilyh: Loving the new look and feel of the @mindbodyonline app!,2745
2745,0.8408,Thu Dec 17 13:21:30 +0000 2015,0.0,0.55,0.45,"@allyinwisconsin We will continue to improve it, so don't miss our posts.Have a great day!",2746
2746,0.6901,Thu Dec 17 13:19:54 +0000 2015,0.0,0.787,0.213,@allyinwisconsin Thank you for your feedback.The application was updated in order to make it much more easy to be used by our clients.,2747
2747,0.1779,Thu Dec 17 00:33:12 +0000 2015,0.0,0.918,0.082,"@SylvieT Our apologies, we did experience some slower loading times with the update recently. Our teams have since resolved this.",2748
2748,0.2732,Thu Dec 17 00:06:20 +0000 2015,0.0,0.928,0.072,@rachtsui Can you DM us the name(s) of the business(es) you have passes with as well as the email address you used to sign up for the app?,2749
2749,0.3612,Thu Dec 17 00:02:26 +0000 2015,0.0,0.865,0.135,@rachtsui It sounds like your profiles haven't synced. Try requesting the activation email to manually resync them.,2750
2750,0.8402,Wed Dec 16 20:29:14 +0000 2015,0.0,0.679,0.321,"@OkayMeanwhile Thank you for your feedback. We would love to hear more from you, could you please DM us with additional information.",2751
2751,0.743,Wed Dec 16 19:04:25 +0000 2015,0.0,0.741,0.259,The personal wellness app you’ve been looking for is here. Start living healthier &amp; happier with the MINDBODY app: https://t.co/KIQGZ1OpK6,2752
